area_m2,quartos,banheiros,vagas,idade_anos,preco
64,1,1,2,10,409557.89
100,2,2,4,24,666157.98
128,2,2,1,26,758625.12
181,2,2,1,12,1114711.14
150,2,2,1,12,833641.12
77,1,2,1,7,584987.72
244,4,3,1,15,1808743.28
133,1,1,2,17,834733.87
183,3,2,1,23,1087066.52
112,2,3,1,22,785752.64
146,4,4,0,0,898647.51
161,4,4,0,13,910523.55
180,3,3,1,28,984744.06
172,3,3,0,10,919764.58
163,1,1,2,26,899682.0
104,5,5,0,11,745974.12
91,4,3,2,16,646218.73
136,4,5,1,3,894609.42
166,3,3,0,4,989428.66
108,2,3,2,22,765344.77
173,4,4,1,23,1086865.1
192,2,2,1,15,1151651.25
74,3,4,3,2,631493.71
78,1,1,0,15,394015.69
112,4,4,1,27,619367.37
135,2,1,2,32,888968.1
93,2,2,2,11,573036.35
187,3,3,1,0,1050479.18
141,3,3,0,23,841723.6
121,3,3,3,12,863414.66
48,2,2,1,24,357356.5
54,1,1,0,17,376273.67
134,3,3,1,6,930768.95
40,5,5,3,15,455873.6
170,4,5,0,28,1091506.25
112,3,3,2,13,703207.36
282,4,3,1,4,1900856.66
235,3,4,1,0,1368721.3
110,3,3,2,7,626369.5
114,3,3,4,10,807954.8
169,3,3,1,23,905512.78
205,3,3,0,3,1284236.1
40,3,3,3,30,386117.93
40,2,2,2,1,357103.5
88,2,1,1,38,558029.24
149,1,1,1,32,702297.58
144,3,2,2,16,815798.51
173,2,2,2,0,1029687.75
60,2,2,3,14,496100.96
40,3,3,1,11,384706.91
162,3,2,1,2,1028736.1
78,3,3,2,17,553761.2
40,3,3,1,6,369762.33
127,4,5,1,7,866867.49
159,4,5,1,12,879775.74
113,4,4,0,9,732223.81
97,3,3,1,35,614476.41
112,2,1,2,9,706500.19
101,5,5,2,19,677406.25
52,2,2,1,16,333342.08
84,2,1,0,18,488656.22
146,3,3,1,19,1008664.77
136,1,1,2,23,710656.98
128,5,5,1,17,934749.73
70,3,3,2,17,574093.99
110,3,3,1,15,700037.03
40,3,3,1,13,331437.06
128,3,3,2,5,851038.4
191,1,1,0,14,1034895.61
46,3,3,1,17,348761.24
90,3,4,1,19,574534.89
136,3,3,0,16,840428.26
182,3,3,1,12,1141305.1
97,2,2,1,14,583531.89
85,2,2,2,9,558394.52
40,2,2,2,18,340277.62
125,2,2,2,12,746554.19
222,4,4,1,16,1345978.25
133,4,4,2,25,796287.89
118,2,2,1,7,670333.35
136,3,3,1,20,995078.71
119,3,3,1,15,730845.62
79,2,2,3,35,607289.55
161,2,1,0,12,1012169.76
131,5,5,3,21,919790.07
120,3,2,0,15,738647.87
71,5,5,1,1,598365.68
185,2,2,1,9,911528.09
153,3,4,2,23,814971.13
92,2,3,0,10,582266.57
170,2,1,3,0,1004647.19
95,3,3,2,14,735697.59
80,2,2,2,4,533704.35
82,2,2,1,16,602314.72
40,2,2,3,30,346279.93
143,1,1,2,22,918921.9
40,3,4,1,30,353774.75
58,3,2,2,9,466620.79
40,1,1,1,13,269016.02
115,2,3,1,4,752184.28
112,2,2,1,8,775489.86
103,3,4,1,5,684476.56
67,1,1,0,1,407136.99
61,3,3,1,28,424452.15
143,1,1,2,0,937575.41
92,2,1,4,28,665630.7
135,4,4,4,27,1031570.41
75,3,3,1,19,529458.89
129,1,1,2,3,757876.46
185,4,4,0,0,1152815.81
149,3,3,2,9,994964.02
99,4,4,0,21,640580.66
132,3,4,1,15,912558.95
107,3,3,2,4,734896.24
120,5,5,1,26,646805.7
103,2,3,0,31,646155.06
111,3,4,2,12,661984.9
130,3,2,1,16,834681.11
70,1,1,0,0,466372.83
69,1,1,0,10,425952.43
50,2,1,1,20,354788.12
40,3,3,0,18,356834.37
59,3,3,2,9,448003.18
127,3,4,1,12,852906.45
75,1,1,2,10,519194.89
145,3,4,0,12,1000487.4
121,4,4,1,19,712366.62
40,2,2,2,0,361438.45
152,3,3,2,14,852926.72
160,3,4,2,18,894854.71
70,3,3,3,9,593058.36
141,3,3,1,10,865328.96
77,4,5,1,10,644044.07
124,2,2,3,10,787567.77
56,4,4,0,15,442700.96
40,2,3,0,16,316262.23
100,2,3,1,0,605184.9
113,1,1,2,21,610987.14
100,3,3,1,12,710215.71
60,3,3,0,34,386257.77
100,2,2,1,3,690144.12
133,2,2,2,6,845159.52
117,4,4,1,12,676424.48
129,4,4,1,19,856356.49
86,3,3,2,0,640706.01
178,3,3,3,6,1158928.24
61,3,3,2,20,454778.94
144,2,2,2,5,797635.35
179,4,4,1,28,1171943.45
144,2,2,1,10,833173.85
109,3,2,1,6,642165.31
93,2,2,2,21,604854.64
171,3,3,1,31,920355.18
48,3,3,2,19,366394.99
71,3,3,4,27,552393.47
100,2,2,0,31,542971.55
181,3,3,0,5,975689.2
138,2,2,0,24,823933.02
71,2,3,1,0,500401.36
104,1,1,0,19,634255.15
89,3,3,3,14,618608.46
84,3,3,0,27,460629.49
168,3,3,1,26,982556.48
51,3,2,0,20,419194.58
200,3,3,3,17,1266090.68
161,3,3,2,20,1206940.74
174,2,2,3,15,1080459.38
96,2,2,4,14,691795.2
112,3,2,1,29,555713.92
48,3,3,1,30,377496.07
93,4,4,0,13,644075.07
144,4,4,1,17,870181.97
184,2,2,2,15,1036037.93
64,2,2,0,0,437602.86
101,3,4,0,11,649021.33
112,2,1,2,30,758665.18
50,1,1,2,7,343982.35
149,4,4,2,36,923339.58
83,2,2,1,26,494488.52
110,4,4,2,19,787973.14
97,3,4,1,20,649050.3
80,3,4,0,5,549904.02
119,2,2,2,12,614985.7
109,2,2,4,29,735543.75
101,3,3,0,8,631951.57
83,2,2,1,25,510009.63
135,2,2,1,1,732018.62
202,2,2,0,3,1263470.03
126,2,2,3,34,837734.93
169,2,2,1,14,1068763.76
50,3,3,2,9,460176.14
127,2,2,2,28,778207.34
65,1,1,1,27,349363.39
46,3,2,0,24,383255.31
83,5,5,1,9,593893.76
179,2,2,0,12,975591.81
167,2,3,1,18,1012176.99
132,3,2,1,21,830919.98
43,4,4,2,9,440795.82
110,3,3,1,16,673711.94
135,3,4,2,17,808252.93
128,2,1,1,27,865387.69
40,3,3,2,22,350892.92
75,1,1,4,0,552752.64
116,3,4,1,12,704357.86
146,3,4,3,5,996633.22
40,5,5,2,20,431732.78
111,2,3,2,24,683112.1
127,1,1,2,16,748170.68
162,3,2,1,12,1080605.6
154,3,3,1,15,873823.13
149,3,3,0,17,877514.14
80,2,3,1,8,510116.6
40,2,3,4,2,442184.78
100,3,3,2,0,653847.87
170,2,2,1,27,904797.53
189,4,5,2,19,1017048.71
155,3,3,2,18,940299.4
141,3,3,1,27,863191.42
138,3,3,0,2,967321.69
92,3,3,0,0,638099.52
113,2,2,3,18,716270.78
203,4,4,2,17,1088632.16
72,2,1,1,0,433102.58
200,3,4,1,18,1037972.99
103,2,2,2,10,747658.19
186,3,3,3,6,1187731.84
49,2,3,2,11,375148.22
149,2,2,2,0,826274.05
83,5,5,1,9,597564.55
49,2,3,1,7,365757.95
130,3,3,1,20,873187.33
170,5,5,2,13,1082899.71
77,1,1,1,21,400985.92
45,3,2,2,0,468010.51
115,2,2,1,6,637059.76
115,1,1,2,20,628803.9
147,3,3,1,11,981625.06
167,4,4,1,23,1038894.64
117,1,2,2,0,688120.4
212,3,3,0,22,1108833.49
131,3,3,3,8,814713.01
102,4,5,1,7,667322.08
40,1,1,1,24,264148.51
106,3,3,2,26,686332.62
103,3,4,3,25,723788.84
168,3,3,1,35,954496.22
143,4,4,3,27,869687.07
61,4,4,0,7,495861.96
128,1,1,0,16,772811.49
153,3,3,1,11,906538.07
196,2,2,1,35,1047005.63
164,2,2,1,26,922082.32
158,3,2,1,13,1008291.89
123,2,1,1,23,650359.72
139,3,3,2,2,978791.45
182,5,5,1,17,1162393.15
53,1,1,4,5,443515.3
102,4,4,2,0,800853.15
81,3,3,1,22,490745.79
138,3,3,1,24,858413.24
181,4,4,1,19,1118730.38
90,2,2,2,13,537057.47
40,3,4,0,2,380524.34
99,3,4,1,3,690809.81
165,2,3,3,5,1022664.74
146,4,5,2,12,1012367.06
141,4,4,1,25,832591.55
106,2,2,1,25,641070.13
56,2,2,3,0,479891.06
145,3,3,3,8,906135.51
78,1,2,1,7,514394.12
229,3,3,1,0,1407218.41
148,2,3,2,20,771889.55
90,3,3,2,12,528099.38
89,1,2,2,13,590565.71
115,2,2,1,28,602771.13
108,3,3,3,15,774430.7
175,3,3,1,10,1034528.04
129,5,5,0,20,815234.66
83,4,5,2,25,708376.75
214,2,2,1,17,1253258.98
122,1,1,3,21,793747.33
158,4,4,0,13,982385.28
89,4,5,2,14,646793.24
138,4,4,1,16,869669.9
135,2,2,2,7,909538.65
40,5,5,0,9,447320.43
220,2,2,2,28,1489132.68
184,3,2,2,35,1055896.29
100,4,4,1,30,613697.72
64,2,3,1,1,451989.42
137,4,5,1,0,819004.86
124,2,1,2,3,796553.33
137,5,5,1,16,858767.15
129,2,2,1,0,589348.16
145,5,5,1,9,1139042.61
192,1,1,3,29,1036903.35
148,3,3,1,24,833684.76
67,3,4,0,9,557227.77
188,3,2,2,10,989157.17
202,2,2,2,20,1241476.6
277,3,3,0,24,1726844.34
63,2,2,4,9,466271.25
132,3,3,2,12,939850.29
40,2,2,1,9,345242.05
147,5,4,1,1,1029045.68
92,1,2,3,12,645441.6
216,2,2,1,12,1321437.37
81,2,2,1,2,484066.49
40,3,3,0,21,326388.49
96,2,2,2,19,556807.92
40,3,4,1,21,314220.76
157,4,4,2,7,1027195.45
40,3,2,1,0,387891.45
121,3,4,2,19,752685.13
40,1,1,2,8,297860.81
103,3,3,1,6,614448.81
202,2,2,2,2,1165672.64
138,3,4,1,12,909110.82
76,2,1,2,30,499761.44
118,3,3,0,9,763403.71
120,2,2,1,4,692933.09
143,4,3,4,21,908648.1
51,2,2,4,16,479698.19
149,3,3,1,0,974438.32
40,2,2,1,21,299323.96
88,3,2,0,36,508066.69
95,4,4,3,0,820034.83
151,3,4,1,2,910018.25
121,3,3,1,0,821247.8
49,4,4,0,14,409467.75
70,3,3,3,24,507573.35
129,3,3,1,16,893027.11
116,3,2,1,28,699656.34
91,3,3,1,23,556924.45
95,2,2,1,32,499469.38
154,4,5,2,26,866308.74
94,3,3,3,10,674266.13
115,1,1,3,15,833772.45
228,3,3,1,6,1346909.82
48,2,3,2,12,431813.2
40,2,2,1,15,309230.91
159,3,3,1,14,854799.52
86,4,5,4,28,666765.17
104,4,3,1,11,622430.79
80,5,5,1,5,589188.0
107,4,3,4,6,744241.26
199,1,2,0,21,901524.37
160,2,1,2,0,1048157.15
163,4,5,3,12,1105350.04
49,2,2,1,28,319443.03
62,3,2,0,17,432030.89
40,3,3,1,14,325673.39
79,2,2,0,14,388439.63
167,4,4,1,4,1278577.53
145,3,3,2,6,914666.36
108,3,3,1,13,657962.92
118,5,4,1,17,667353.94
85,3,3,1,24,492181.62
130,2,3,1,15,880409.4
158,3,3,3,28,1106713.22
40,4,5,1,31,396006.07
134,3,3,2,22,748672.53
166,3,4,1,27,1092217.57
99,3,3,1,5,681158.57
155,2,1,1,3,937156.82
260,4,5,1,20,1791750.06
114,4,5,2,1,706630.86
139,2,2,1,12,734167.46
83,2,2,3,22,563040.15
129,5,5,1,29,884829.83
143,4,4,3,12,864657.6
129,4,5,0,8,826244.78
69,4,4,1,18,515610.66
130,3,4,0,4,865623.21
193,3,3,1,13,1175707.69
142,3,4,3,14,867707.74
168,1,2,0,14,1025360.37
108,3,3,1,15,623521.81
157,3,3,0,6,1012349.99
133,3,4,1,7,802552.27
72,3,3,2,7,541509.47
135,3,3,2,0,875547.94
70,2,2,2,18,480481.25
88,2,2,1,23,569665.35
129,2,3,3,22,858055.54
134,2,2,2,12,852278.93
60,5,5,1,6,550737.06
172,2,2,1,22,864687.52
148,2,2,3,21,933216.92
84,3,3,1,17,539035.64
43,3,3,2,32,320763.17
112,2,2,1,14,658371.83
97,3,3,1,12,646337.69
125,3,3,2,11,809349.37
101,2,3,2,0,726602.93
40,2,2,1,21,335241.47
100,4,4,2,13,719345.18
104,4,4,1,20,723751.11
151,3,3,2,33,897289.82
85,1,1,3,11,614007.19
203,3,3,3,0,1316361.12
40,3,3,1,19,340011.39
185,2,2,1,16,1214356.32
108,3,3,2,7,683280.16
162,3,3,1,18,1063887.8
123,2,2,1,22,639317.76
176,3,4,3,5,1200888.21
100,4,4,1,11,767626.18
65,2,2,1,29,352951.46
191,4,3,0,7,1131944.41
114,2,3,0,15,721561.61
131,4,4,0,0,862032.74
181,2,2,3,0,1143580.25
68,1,2,1,16,435696.97
149,3,3,1,27,797946.42
90,3,3,2,1,753512.55
113,4,4,2,15,731784.19
123,2,1,2,11,758976.58
44,2,2,1,24,302492.65
81,3,2,2,2,467856.5
187,3,3,0,19,982990.37
164,2,1,0,8,807266.81
116,3,4,0,17,787767.25
132,3,3,1,15,768296.33
105,4,4,1,12,682717.36
187,5,5,2,19,1062602.39
109,2,2,1,15,662446.26
131,3,3,2,13,773471.66
177,2,2,0,11,1066975.41
81,3,3,0,15,550487.69
197,3,3,1,17,1077829.82
43,5,5,3,5,552699.65
201,3,3,3,11,1233282.94
101,5,5,4,4,825417.08
107,4,5,2,14,661358.92
40,4,4,2,9,404188.28
97,4,4,2,22,689286.24
68,3,3,2,21,546149.22
89,2,3,0,5,538063.27
113,2,1,1,14,785013.13
167,1,1,1,21,943750.44
130,3,3,1,13,703196.86
135,3,3,1,7,778074.57
65,3,4,0,4,544589.49
75,5,5,1,23,638235.56
209,4,4,0,24,1236787.64
83,2,3,4,12,639579.84
202,2,2,0,22,1002048.45
107,3,4,1,0,796115.1
120,2,2,3,28,702706.7
173,3,3,1,13,1084126.77
183,3,4,0,16,1175761.36
114,3,2,1,11,711229.46
100,4,4,0,28,698160.97
117,4,4,1,4,899883.96
136,2,1,0,29,757395.91
164,3,3,1,18,949494.75
120,3,2,2,21,734550.33
150,2,2,1,11,816877.2
201,1,1,2,1,1053750.58
139,3,4,1,24,873871.3
135,2,2,1,18,772730.18
44,2,2,2,28,336595.42
40,3,3,0,13,295510.11
139,3,3,3,10,913183.25
115,2,2,1,28,723049.5
94,1,1,2,34,486199.55
132,4,5,1,15,858633.71
116,1,2,1,7,582941.59
176,4,3,2,23,940788.97
124,3,3,2,12,837850.33
82,2,2,1,20,502257.49
169,2,2,4,12,1199616.82
109,1,1,0,30,605238.34
146,2,2,0,8,873571.13
96,2,2,1,19,535991.46
87,3,3,2,10,586360.9
124,2,3,4,12,787942.68
120,3,3,1,10,690647.32
143,3,2,0,22,865657.61
106,2,1,2,24,672502.44
40,1,2,1,20,294095.77
98,1,2,1,13,546713.33
159,1,1,1,16,894045.27
105,3,3,0,23,546729.29
107,2,3,1,24,717690.64
169,3,3,1,0,909590.21
84,3,4,2,12,548038.7
42,3,3,2,12,380477.21
111,3,3,0,21,689581.78
95,3,3,1,14,620368.39
71,2,2,1,22,416413.72
111,2,2,0,4,729656.78
144,3,3,2,17,760876.61
119,2,3,4,24,699782.75
135,3,3,2,0,852639.59
210,3,3,2,40,1182002.59
102,3,2,1,26,687229.07
133,3,2,1,15,722329.91
94,3,3,3,6,788318.08
77,3,3,4,13,671883.46
90,3,3,1,15,656535.66
96,3,2,1,19,698062.38
137,3,4,2,30,845458.52
237,4,4,0,10,1385794.74
84,3,4,2,20,585138.03
99,3,3,2,2,646309.39
116,3,3,0,10,679150.58
139,3,3,4,18,934139.02
133,1,1,4,21,798089.61
184,4,4,3,7,1113220.61
40,1,1,1,10,279404.83
40,3,2,1,29,325180.54
95,3,3,1,26,652367.11
174,5,5,1,17,945430.32
41,1,1,1,0,297601.89
40,3,3,1,40,306494.69
148,3,4,2,14,832061.13
132,2,2,0,11,756188.37
65,1,1,1,9,416372.02
70,3,3,0,18,497840.23
71,3,3,2,18,516166.57
125,2,2,2,24,686918.27
88,3,3,0,5,682065.41
144,3,2,4,11,1006082.49
40,3,3,0,35,315875.82
77,4,4,1,17,609878.18
63,3,3,2,13,489902.78
107,5,5,2,5,863022.44
93,4,4,0,20,627843.6
159,2,1,3,25,947632.46
40,2,3,3,23,405090.45
122,3,3,1,12,858094.76
147,3,3,1,18,984206.29
212,3,3,0,31,1378938.71
95,3,2,1,25,616987.4
136,3,3,1,7,886246.21
40,3,4,2,0,431539.87
40,2,3,1,17,358215.08
162,4,5,2,22,992846.15
119,2,3,0,4,800342.11
178,5,5,0,14,1124018.93
51,2,2,0,12,375590.61
145,5,5,0,16,1028374.81
213,1,1,1,9,1275427.15
140,2,2,2,27,868819.87
133,1,1,2,16,732447.97
120,3,3,1,6,852217.21
41,4,4,2,24,410649.77
187,3,3,1,2,1113113.95
89,4,4,1,27,663188.39
145,3,3,1,24,1036835.71
41,3,4,2,28,329054.43
61,4,4,0,13,444926.01
191,2,3,0,10,1305936.26
102,2,2,1,15,643749.4
192,4,4,3,14,1232537.26
116,4,4,2,8,780726.08
40,5,5,2,9,484181.96
164,4,4,2,11,1237308.93
90,2,2,1,3,549608.64
154,4,4,2,21,951071.49
121,3,4,2,14,762002.39
42,5,5,1,11,458915.76
128,3,3,1,3,884271.03
229,3,3,1,3,1611480.85
144,3,3,1,34,890462.13
117,2,2,3,8,934803.27
173,1,1,1,21,890577.45
130,4,4,1,16,775519.74
130,4,4,3,0,1033731.48
65,2,1,1,32,400901.15
131,3,3,1,21,706155.31
171,3,3,3,7,1057078.38
78,3,3,1,14,550024.0
191,2,2,2,3,1043604.31
115,4,4,0,33,657420.82
75,3,3,0,5,513821.1
169,3,3,1,9,916209.58
105,3,4,1,7,735041.93
157,1,1,4,15,800159.59
105,3,3,4,28,743338.69
117,2,2,3,32,772838.11
144,2,3,1,11,847317.84
134,3,3,4,18,976537.13
40,4,5,2,15,367271.48
63,3,3,1,5,450718.38
166,2,2,2,39,897169.85
113,3,3,0,28,716658.18
93,4,4,0,16,642030.26
52,3,3,2,30,468587.71
66,4,4,2,27,476656.17
40,3,3,1,15,308719.31
114,3,3,1,18,815049.64
90,2,2,3,30,540174.1
71,2,2,2,5,524685.9
116,2,3,1,31,629986.32
138,3,3,0,12,690093.9
224,4,4,1,30,1334743.8
44,4,4,4,14,524188.44
177,2,3,1,18,909476.38
168,2,2,1,14,997967.55
81,2,2,1,9,558631.81
130,2,3,3,12,765321.6
97,3,4,2,28,631283.96
129,4,4,2,0,974133.58
195,5,5,1,2,1275081.46
150,3,3,0,7,875787.6
145,4,4,3,4,1027024.3
98,3,4,3,30,661625.25
45,2,3,3,27,440539.19
109,3,3,3,20,822240.91
180,3,3,2,8,1083378.56
43,3,3,2,28,364607.42
67,2,3,2,0,460048.12
126,2,2,2,36,647473.72
70,2,2,0,8,444201.2
80,5,4,1,12,602755.77
98,3,3,4,10,792057.45
51,3,2,1,4,433812.86
71,3,4,3,34,567265.73
155,2,2,0,22,944099.57
54,3,3,1,27,369346.18
40,4,4,1,2,436647.15
88,3,4,0,16,548944.7
156,4,4,0,20,1033225.03
110,2,2,0,17,643811.86
96,1,2,2,3,508702.99
122,4,5,0,25,822915.78
40,4,5,1,16,421646.41
144,5,5,0,5,903256.5
139,3,3,2,0,853863.33
99,4,3,2,21,659967.52
170,4,4,2,39,855716.72
63,4,4,1,4,416762.38
176,3,3,1,16,1132837.43
127,2,2,2,26,696819.64
103,4,4,2,2,840644.27
119,3,3,0,10,815579.63
114,3,4,1,6,839530.22
181,3,3,1,24,984947.15
66,3,3,0,28,385998.26
81,3,3,2,16,516785.97
171,1,1,1,6,912212.31
90,4,4,1,10,518490.64
165,3,3,1,8,945612.52
204,3,3,4,5,1262791.7
99,2,3,2,13,574173.87
154,1,1,3,20,834252.68
62,2,1,1,19,394414.38
157,3,3,2,14,976049.27
129,1,1,1,15,671010.45
143,4,4,0,14,904668.1
87,2,2,1,2,573207.33
40,2,2,1,16,312166.52
145,2,3,1,9,816563.19
40,1,2,2,1,293458.78
104,3,4,0,18,752979.81
167,4,4,1,8,1079836.36
129,3,3,0,17,836815.13
217,2,3,1,23,1260013.26
171,2,2,0,5,954804.43
87,3,4,1,15,620953.53
121,5,4,1,0,708176.69
117,2,1,1,30,601146.82
40,3,3,1,1,344981.6
72,3,3,1,9,497717.32
91,2,2,1,28,509434.14
40,3,4,1,12,376771.22
122,1,1,1,3,710096.88
107,3,3,2,22,763551.84
40,2,3,1,21,381531.38
140,3,3,1,8,771317.96
155,1,1,3,9,942477.18
131,5,5,2,10,905419.65
103,2,1,4,12,701202.64
149,4,4,2,0,881251.54
154,4,4,1,13,885389.43
135,5,5,1,32,883674.53
78,3,3,2,6,523194.55
133,3,3,4,9,918050.4
179,2,2,2,3,1020027.14
90,2,2,3,21,630565.9
224,3,3,1,27,1242886.74
93,2,2,1,26,568067.22
121,5,4,3,2,833782.84
86,1,1,2,19,523139.94
131,3,3,4,29,959346.94
40,3,3,2,20,362411.94
92,3,2,1,19,601602.16
65,3,3,1,10,511380.73
126,2,2,3,17,718605.56
169,3,2,1,27,1091444.42
152,2,3,1,18,808433.12
40,4,3,1,2,414234.3
222,3,4,1,10,1449741.83
134,5,4,0,27,778910.51
81,1,2,2,18,549001.13
127,2,1,0,16,744514.72
128,2,2,1,9,876637.5
86,1,1,2,26,513827.97
129,2,2,1,31,727130.68
89,3,3,2,27,565223.8
99,2,1,1,29,491793.8
85,3,3,4,11,646608.48
48,4,3,1,9,407307.07
127,3,4,0,13,801967.74
149,2,1,3,15,808613.47
145,2,2,2,29,815600.91
160,3,3,1,26,973919.2
136,2,2,4,20,917015.47
93,3,3,1,0,540521.39
161,2,2,4,0,1082925.34
52,4,4,1,17,430830.46
74,3,4,1,23,512796.15
71,3,3,1,14,408662.74
174,2,2,1,34,1067989.35
167,2,2,1,4,977634.73
144,3,3,1,2,778327.57
173,3,3,0,8,1038256.26
76,2,2,1,7,518403.15
137,2,2,1,20,867264.79
113,2,2,3,10,736294.8
162,3,3,1,0,980940.49
114,2,3,2,23,664477.05
100,3,3,4,0,791116.1
147,3,3,2,4,856711.19
163,3,3,4,0,993560.01
86,4,4,1,17,606194.19
116,4,3,0,16,659311.49
67,3,2,1,34,495266.85
40,1,1,1,24,304703.87
130,3,3,3,29,815782.88
150,3,4,1,17,808611.35
133,3,3,1,5,849782.39
40,3,3,2,16,347076.88
102,2,3,1,20,689203.93
40,3,4,0,22,315778.53
188,2,2,1,10,1106174.72
65,3,3,3,19,541392.6
182,2,2,2,5,995558.78
167,3,2,1,4,1002896.72
74,1,1,1,3,498216.55
63,3,3,0,15,450609.18
137,3,3,1,3,857119.25
77,2,1,2,10,469739.55
125,3,3,1,24,828476.12
95,3,3,1,4,692397.22
40,3,3,3,9,412491.72
40,2,2,2,15,324243.64
131,3,3,2,17,906650.62
91,3,3,0,10,541042.03
92,3,3,0,22,610135.67
154,3,2,0,20,840673.59
178,3,3,2,26,1183367.09
106,2,3,0,14,647268.78
102,2,3,2,9,728199.23
145,1,1,4,8,843306.24
52,2,3,1,18,344745.08
131,3,3,1,11,793348.1
147,3,2,2,9,910234.58
154,2,3,3,10,935162.93
40,5,4,3,8,512301.0
81,3,3,0,16,526997.19
76,4,4,0,0,475086.47
124,3,3,2,18,812407.02
144,3,3,2,21,811828.31
194,1,1,0,9,1011371.71
95,2,2,1,34,628456.03
95,1,1,2,15,647985.65
177,3,3,1,0,1006428.35
134,2,3,3,12,912306.4
183,3,3,0,15,1001219.4
134,2,2,2,19,773335.2
62,4,4,2,12,487187.44
53,2,3,1,4,352579.47
42,2,2,2,4,356691.96
153,2,2,2,8,923817.07
179,3,3,3,9,1061297.72
212,2,3,1,3,1362583.75
162,3,3,2,7,950154.32
178,1,1,2,21,923873.94
90,2,2,1,31,561181.75
62,4,4,3,22,483875.16
162,1,1,0,28,914871.78
140,4,4,1,24,841041.2
125,5,5,1,23,896228.17
139,1,1,0,11,842179.01
136,2,2,3,16,905093.77
184,2,3,2,10,1000495.09
184,3,4,1,12,978227.67
147,3,3,2,15,794533.58
162,3,3,1,22,1030556.51
145,3,2,1,19,842317.42
96,2,2,0,13,552672.14
157,4,4,1,15,957276.84
50,3,3,0,19,409048.31
172,3,3,2,21,1076640.22
60,4,4,1,0,522715.65
134,3,4,1,4,892325.22
77,2,1,1,26,472716.83
147,3,3,1,14,905365.44
118,3,2,3,10,814145.61
40,1,2,0,12,281998.62
141,5,5,3,12,1057089.1
91,2,2,1,20,576185.44
164,3,2,2,3,916064.43
120,3,3,1,15,779126.69
139,1,1,4,17,871401.81
72,4,4,1,18,564315.24
90,4,4,1,17,624252.14
97,3,2,4,20,740132.76
162,2,2,3,9,996579.95
203,2,2,1,5,1221357.53
79,2,2,4,39,536177.89
173,2,2,2,11,967566.15
40,3,4,1,13,383104.02
60,5,5,1,21,495003.46
72,3,4,1,30,588231.31
52,4,4,1,9,471959.99
40,3,4,2,5,393282.6
140,3,4,1,2,939852.2
109,4,4,0,30,663466.44
138,3,4,3,4,1008336.87
154,4,4,1,14,1022324.35
133,2,2,4,5,965498.09
152,2,1,4,0,930969.5
116,4,4,3,12,755125.78
60,3,3,2,5,454192.09
172,4,4,1,8,1029275.45
90,4,4,1,35,682859.6
73,1,1,1,19,513149.82
111,3,3,1,24,707997.79
74,2,2,2,23,485864.73
99,3,3,0,13,612850.65
137,3,4,4,10,1002016.71
137,2,2,3,17,1015862.29
75,3,3,1,16,595434.27
95,3,4,1,9,705356.15
173,2,2,1,16,1063707.46
144,4,3,3,7,1034053.95
223,3,3,2,13,1367307.49
179,4,3,1,11,1005539.86
177,2,3,1,2,1030281.59
50,2,2,1,0,398008.06
158,3,3,4,5,916848.39
117,1,1,0,33,612907.53
92,5,4,0,11,610320.26
128,1,1,3,22,840020.37
167,3,4,3,0,1042065.43
145,3,4,3,4,999574.93
76,2,2,1,1,484743.17
157,1,1,2,12,994733.66
88,3,2,1,39,463503.51
130,3,3,0,19,806059.2
104,2,2,1,31,546323.1
109,4,4,0,12,687784.68
158,2,3,1,28,912812.45
67,3,3,3,35,533173.92
217,3,2,1,13,1312132.83
40,2,1,3,9,381070.68
90,4,4,1,1,619944.38
138,2,1,1,11,783085.9
149,1,1,2,15,839619.48
114,2,2,2,35,677932.25
117,3,3,1,2,748048.66
140,3,3,3,15,971051.94
108,3,3,0,0,700192.32
189,1,1,3,10,1117716.69
161,2,2,0,18,870510.26
163,4,4,3,20,970752.92
71,1,2,1,20,445421.82
116,4,3,2,18,831219.53
104,1,1,2,20,626482.88
69,4,5,0,15,493001.76
138,2,2,3,4,946944.31
93,3,3,1,0,617976.05
152,2,2,1,9,931897.4
66,1,1,2,13,412946.19
205,2,3,0,27,1171707.42
75,2,1,1,13,455776.36
130,2,1,1,13,720897.13
159,3,3,2,18,833587.93
91,3,3,0,12,616251.86
162,3,3,1,23,973499.63
58,3,3,2,34,438464.94
192,3,3,3,36,1171242.31
120,3,3,3,15,767648.85
90,3,4,2,18,671140.42
105,3,3,2,30,717815.86
160,4,4,1,13,923355.36
90,2,2,0,21,561423.9
82,1,2,2,3,572984.62
108,3,3,4,11,749222.28
61,2,2,2,26,406147.93
211,4,4,0,7,1333129.12
91,4,5,1,13,576298.31
161,1,1,2,0,839885.13
130,2,2,2,35,688311.45
70,3,3,2,27,423437.72
119,3,4,1,16,821617.16
159,2,2,1,20,756854.51
110,3,4,3,18,799355.21
179,3,4,2,28,1121376.21
171,2,2,1,9,953564.28
165,1,1,1,22,844305.29
97,3,2,3,25,685026.92
66,2,3,3,27,509574.71
89,4,4,1,0,702182.25
129,3,4,0,9,632959.22
147,3,3,0,4,819029.01
40,4,4,1,16,398116.86
119,4,3,2,0,803228.64
127,2,2,1,0,816325.3
106,2,3,2,36,654436.38
184,3,2,2,21,1047090.47
141,3,3,0,16,815782.95
185,2,1,0,18,1189562.41
109,4,4,1,16,815149.68
